no,profile_id,profile_name,profile_link,profile_affiliations,profile_email,profile_interests,first_publication_year,total_number_publications,profile_cited_by_count,h_index,i10_index,number_publications_percentile,number_publications_rank,citation_count_percentile,citation_count_rank,hindex_percentile,hindex_rank
70,Axtv4-kAAAAJ,benjamin lucas,https://scholar.google.com/citations?hl=en&user=Axtv4-kAAAAJ,NAU,Verified email at nau.edu,"c(""data science"", ""machine learning"", ""environmental data science"")",2018,14,1221,6,6,90.47,Top 10%,99.46,Top 0.5%,94.89,Top 5%
71,1vgNQoEAAAAJ,Ayan Hussain,https://scholar.google.com/citations?hl=en&user=1vgNQoEAAAAJ,,,Data Science,2018,6,1200,6,6,70.14,Top 30%,99.45,Top 0.5%,94.89,Top 5%
72,sFYAVH8AAAAJ,Dr. Husam H Alkinani,https://scholar.google.com/citations?hl=en&user=sFYAVH8AAAAJ,Missouri University of Science and Technology,,"c(""AI and Machine Learning"", ""Data Science"", ""Drilling"", ""Optimization"")",2017,88,1181,19,42,99.9,Top 0.1%,99.45,Top 0.5%,99.84,Top 0.2%
73,HpdLtBEAAAAJ,Md Mahmudul hasan,https://scholar.google.com/citations?hl=en&user=HpdLtBEAAAAJ,Assistant Engineer(Maintenance),,"c(""Wireless Communication"", ""Cyber Security"", ""Data Science"", ""AI"", ""ML"")",2019,2,1171,1,0,38.05,Top 62%,99.44,Top 0.6%,51.58,Top 48%
74,B27__mkAAAAJ,Mohammad Hassonah,https://scholar.google.com/citations?hl=en&user=B27__mkAAAAJ,University of Jordan,Verified email at fgs.ju.edu.jo,"c(""Machine Learning"", ""Data Science"", ""Data Mining"", ""Evolutionary Algorithms"")",2018,13,1162,12,12,89.04,Top 11%,99.43,Top 0.6%,99.3,Top 0.7%
75,Uromx98AAAAJ,Xiaotian (Max) Han,https://scholar.google.com/citations?hl=en&user=Uromx98AAAAJ,Texas A&M University,Verified email at tamu.edu,"c(""machine learning"", ""data science"")",2018,31,1149,13,14,98.19,Top 2%,99.42,Top 0.6%,99.45,Top 0.5%
76,FkDhvhcAAAAJ,Nazanin AlipourFard,https://scholar.google.com/citations?hl=en&user=FkDhvhcAAAAJ,Machine Learning Engineer @Apple,Verified email at apple.com,"c(""Machine Learning"", ""Data Science"", ""Information Networks"")",2017,11,1118,9,9,85.98,Top 14%,99.42,Top 0.6%,98.31,Top 2%
77,vKfiYkcAAAAJ,Lucas Bulgarelli,https://scholar.google.com/citations?hl=en&user=vKfiYkcAAAAJ,Cincinnati Children's Hospital Medical Center,Verified email at mit.edu,"c(""Data Science"", ""Machine Learning"", ""Healthcare"", ""Critical Care"")",2018,24,1108,11,11,96.71,Top 3%,99.41,Top 0.6%,99.06,Top 0.9%
78,PUP2n8EAAAAJ,Martin István Novák,https://scholar.google.com/citations?hl=en&user=PUP2n8EAAAAJ,"Young Researcher, Wigner Research Centre for Physics",Verified email at wigner.hu,"c(""superconductivity"", ""numerical methods"", ""data science"", ""network science"")",2018,9,1083,5,5,81.16,Top 19%,99.4,Top 0.6%,92.16,Top 8%
79,XS4UhMIAAAAJ,Yuntao Hu,https://scholar.google.com/citations?hl=en&user=XS4UhMIAAAAJ,PrognomiQ Inc,Verified email at prognomiq.com,"c(""Data Science"", ""Multi-Omics"", ""Next-Generation Sequencing"", ""Mass Spectrometry"", ""Machine Learning"")",2017,28,1074,10,10,97.69,Top 2%,99.39,Top 0.6%,98.81,Top 1%
80,fTSCTYQAAAAJ,Artem Sevastopolsky,https://scholar.google.com/citations?hl=en&user=fTSCTYQAAAAJ,Technical University of Munich,Verified email at tum.de,"c(""Computer Vision"", ""Machine Learning"", ""Image Processing"", ""Data Science"", ""Computer Science"")",2017,14,1068,8,7,90.47,Top 10%,99.38,Top 0.6%,97.58,Top 2%
81,omoo7L0AAAAJ,Muhammad Bakri,https://scholar.google.com/citations?hl=en&user=omoo7L0AAAAJ,Universitas Teknokrat Indonesia,Verified email at teknokrat.ac.id,"c(""Data Science"", ""Bioinformatics"")",2017,5,1054,4,4,64.55,Top 35%,99.38,Top 0.6%,87.94,Top 12%
82,Gp7tCGkAAAAJ,Ariel Karlinsky,https://scholar.google.com/citations?hl=en&user=Gp7tCGkAAAAJ,Hebrew University,Verified email at mail.huji.ac.il,"c(""Labor Economics"", ""Data Science"", ""Economics of Israel"", ""Health Economics"", ""Economic History"")",2019,12,1043,7,7,87.74,Top 12%,99.37,Top 0.6%,96.58,Top 3%
83,wcbZoCgAAAAJ,Minh Chien Vu,https://scholar.google.com/citations?hl=en&user=wcbZoCgAAAAJ,"Ph.D. Tohoku University, Japan",Verified email at alumni.tohoku.ac.jp,"c(""Material science"", ""Data science"", ""Machine learning"")",2017,7,1028,5,4,74.25,Top 26%,99.36,Top 0.6%,92.16,Top 8%
84,QcCzhywAAAAJ,Arun Velu,https://scholar.google.com/citations?hl=en&user=QcCzhywAAAAJ,"Duke University, Equifax",Verified email at equifax.com,Data Science,2019,28,1025,16,19,97.69,Top 2%,99.35,Top 0.7%,99.69,Top 0.3%
85,h1VE1i8AAAAJ,Andrés Lanzós,https://scholar.google.com/citations?hl=en&user=h1VE1i8AAAAJ,BioMedical Data Scientist,Verified email at runbox.com,"c(""Data Science"", ""Drug Discovery"", ""Proteomics"", ""Genomics"", ""R"")",2017,14,1020,6,6,90.47,Top 10%,99.35,Top 0.7%,94.89,Top 5%
86,FyNblVAAAAAJ,Sunantha Sethuraman,https://scholar.google.com/citations?hl=en&user=FyNblVAAAAAJ,AbbVie,Verified email at abbvie.com,"c(""Genomics"", ""Data science"", ""Cancer"", ""Bioinformatics"", ""Precision medicine"")",2017,16,1013,8,8,92.47,Top 8%,99.34,Top 0.7%,97.58,Top 2%
87,qFtP1MQAAAAJ,Matteo Sesia,https://scholar.google.com/citations?hl=en&user=qFtP1MQAAAAJ,University of Southern California,Verified email at usc.edu,"c(""statistics"", ""data science"", ""machine learning"")",2018,30,999,13,14,98.07,Top 2%,99.33,Top 0.7%,99.45,Top 0.5%
88,5EF48YgAAAAJ,Felix Last,https://scholar.google.com/citations?hl=en&user=5EF48YgAAAAJ,"Ph.D. student, Technical University of Munich (TUM) & Intel",Verified email at mytum.de,"c(""Machine Learning"", ""Data Science"", ""Electronics Design Automation"")",2018,10,988,5,3,83.8,Top 16%,99.32,Top 0.7%,92.16,Top 8%
89,PByMqcIAAAAJ,Maarten Coemans,https://scholar.google.com/citations?hl=en&user=PByMqcIAAAAJ,"Post-doc researcher, KU Leuven",Verified email at kuleuven.be,"c(""(Bio)statistics"", ""data science"")",2017,59,979,14,18,99.61,Top 0.4%,99.31,Top 0.7%,99.57,Top 0.4%
90,dl-FPtoAAAAJ,Matthew J. Colbrook,https://scholar.google.com/citations?hl=en&user=dl-FPtoAAAAJ,"Assistant Professor, DAMTP, University of Cambridge",Verified email at cam.ac.uk,"c(""Spectral Computations"", ""Dynamical Systems"", ""PDEs"", ""Data Science"", ""Machine Learning"")",2017,47,966,19,30,99.33,Top 0.7%,99.31,Top 0.7%,99.84,Top 0.2%
91,QMWvQz0AAAAJ,Christian Haase-Schütz,https://scholar.google.com/citations?hl=en&user=QMWvQz0AAAAJ,Karlsruhe Institut of Technology,Verified email at partner.kit.edu,"c(""Deep Learning"", ""Artificial Intelligence"", ""Autonomous Driving"", ""Data Science"")",2017,14,964,4,3,90.47,Top 10%,99.3,Top 0.7%,87.94,Top 12%
92,1yj1TycAAAAJ,Luis Palomero,https://scholar.google.com/citations?hl=en&user=1yj1TycAAAAJ,Universitat Jaume I,Verified email at uji.es,"c(""Data Science"", ""Machine Learning"", ""Bioinformatics"")",2017,42,964,17,23,99.13,Top 0.9%,99.3,Top 0.7%,99.73,Top 0.3%
93,DaVktwYAAAAJ,Philip Kahn,https://scholar.google.com/citations?hl=en&user=DaVktwYAAAAJ,"University of California, Berkeley",Verified email at berkeley.edu,"c(""bioinformatics"", ""data science"", ""physics"")",2017,2,958,2,2,38.05,Top 62%,99.28,Top 0.7%,70.49,Top 30%
94,vHeBrZkAAAAJ,Lindsey Wang,https://scholar.google.com/citations?hl=en&user=vHeBrZkAAAAJ,Case Western Reserve University,,Data Science,2020,29,954,14,14,97.89,Top 2%,99.28,Top 0.7%,99.57,Top 0.4%
95,IfnVxlAAAAAJ,Baran Yildiz,https://scholar.google.com/citations?hl=en&user=IfnVxlAAAAAJ,"Senior Research Associate, University of New South Wales",Verified email at unsw.edu.au,"c(""Distributed Energy Systems"", ""PV and battery energy systems"", ""Demand side management"", ""Data science"", ""Machine learning"")",2017,19,944,8,8,94.57,Top 5%,99.27,Top 0.7%,97.58,Top 2%
96,YqscIPAAAAAJ,Lloyd Austin Courtenay,https://scholar.google.com/citations?hl=en&user=YqscIPAAAAAJ,University of Bordeaux,Verified email at u-bordeaux.fr,"c(""Archaeology"", ""Prehistory"", ""Taphonomy"", ""Data Science"", ""Deep Learning"")",2018,72,937,18,31,99.82,Top 0.2%,99.26,Top 0.7%,99.77,Top 0.2%
97,KGIYv0YAAAAJ,Marissa Gerchick,https://scholar.google.com/citations?hl=en&user=KGIYv0YAAAAJ,"Data Scientist, American Civil Liberties Union",Verified email at aclu.org,"c(""computational social science"", ""data science"")",2019,9,933,5,2,81.16,Top 19%,99.25,Top 0.8%,92.16,Top 8%
98,HbEeWncAAAAJ,Anna Lea Albright,https://scholar.google.com/citations?hl=en&user=HbEeWncAAAAJ,"Postdoctoral fellow, Harvard University Center for the Environment",Verified email at fas.harvard.edu,"c(""Climate physics"", ""atmospheric science"", ""data science"")",2018,26,932,10,10,97.32,Top 3%,99.24,Top 0.8%,98.81,Top 1%
99,yC0AotMAAAAJ,Oleg Borisov,https://scholar.google.com/citations?hl=en&user=yC0AotMAAAAJ,University of Freiburg,Verified email at uniklinik-freiburg.de,"c(""Bioinformatics"", ""Genetics"", ""Data Science"")",2018,59,926,16,26,99.61,Top 0.4%,99.24,Top 0.8%,99.69,Top 0.3%
100,nWB3kTkAAAAJ,Matteo Borghi,https://scholar.google.com/citations?hl=en&user=nWB3kTkAAAAJ,"Lecturer of Entrepreneurship and Innovation, Henley Business School, University of …",Verified email at henley.ac.uk,"c(""Innovation"", ""Digital Entrepreneurship"", ""Service Robotics"", ""Electronic Word-of-Mouth (eWOM)"", ""Data Science"")",2018,19,924,13,13,94.57,Top 5%,99.23,Top 0.8%,99.45,Top 0.5%
101,e8iSNuwAAAAJ,Dylan Walsh,https://scholar.google.com/citations?hl=en&user=e8iSNuwAAAAJ,Postdoc MIT (Jensen/Olsen Research Labs),Verified email at MIT.edu,"c(""Polymer Chemistry"", ""Catalysis"", ""Automation"", ""Data Science"")",2017,29,922,14,14,97.89,Top 2%,99.22,Top 0.8%,99.57,Top 0.4%
102,2HFVUn4AAAAJ,Mohammad Khalooei,https://scholar.google.com/citations?hl=en&user=2HFVUn4AAAAJ,"Department of Computer Engineering, Amirkabir University of Technology (Tehran …",Verified email at aut.ac.ir,"c(""Deep learning"", ""Data science"", ""Robustness"", ""Trustworthy ML"")",2018,10,918,5,3,83.8,Top 16%,99.21,Top 0.8%,92.16,Top 8%
103,iQ2rQNkAAAAJ,David Martín-Corral,https://scholar.google.com/citations?hl=en&user=iQ2rQNkAAAAJ,Universidad Carlos III de Madrid,Verified email at zenseiapp.com,"c(""Computational Social Science"", ""Computational Epidemiology"", ""Data Science"", ""Complex Systems"", ""Human Behaviour"")",2020,8,918,4,4,78.01,Top 22%,99.21,Top 0.8%,87.94,Top 12%
104,hZTfVWEAAAAJ,Dr. Nayomi Kankanamge,https://scholar.google.com/citations?hl=en&user=hZTfVWEAAAAJ,"Lecturer, Department of Town and Country Planning, University of Moratuwa, Sri Lanka",Verified email at uom.lk,"c(""Urban Planning"", ""Social media analytics"", ""Smart Cities"", ""Urban Big Data"", ""Data Science"")",2017,40,911,11,11,98.97,Top 1%,99.2,Top 0.8%,99.06,Top 0.9%
105,QbYOETUAAAAJ,"Arya Aminorroaya, MD, MPH",https://scholar.google.com/citations?hl=en&user=QbYOETUAAAAJ,"Postdoctoral Research Fellow at Cardiovascular Data Science Lab, Yale School of Medicine",Verified email at yale.edu,"c(""Cardiology"", ""Data Science"", ""Machine Learning"", ""Artificial Intelligence"", ""Public Health"")",2018,78,899,14,18,99.87,Top 0.1%,99.19,Top 0.8%,99.57,Top 0.4%
106,8WOWpZgAAAAJ,Zhongkai Wang,https://scholar.google.com/citations?hl=en&user=8WOWpZgAAAAJ,Gilead Sciences,Verified email at gilead.com,"c(""Biostatistics"", ""Clinical Trials"", ""Data Science"")",2017,24,894,14,16,96.71,Top 3%,99.18,Top 0.8%,99.57,Top 0.4%
107,GcTPz3IAAAAJ,Yi Li,https://scholar.google.com/citations?hl=en&user=GcTPz3IAAAAJ,"Ph.D. Candidate, New Jersey Institute of Technology",Verified email at njit.edu,"c(""Software Engineering"", ""AI"", ""Software Security"", ""Data Science"")",2019,17,885,8,8,93.33,Top 7%,99.17,Top 0.8%,97.58,Top 2%
108,sv1fTsIAAAAJ,Gonzalo Jara Saba,https://scholar.google.com/citations?hl=en&user=sv1fTsIAAAAJ,,Verified email at hks.harvard.edu,"c(""Data Science"", ""Public Policy"")",2021,1,883,1,1,22.01,Top 78%,99.17,Top 0.8%,51.58,Top 48%
109,CdloANgAAAAJ,"Ali Sheikhy, MD",https://scholar.google.com/citations?hl=en&user=CdloANgAAAAJ,Tehran University of Medical Sciences,Verified email at student.tums.ac.ir,"c(""Data Science"", ""Cardiology"", ""Public health"", ""Primary prevention"", ""Epidemiology"")",2017,51,872,9,8,99.45,Top 0.5%,99.16,Top 0.8%,98.31,Top 2%
110,g_8ljDcAAAAJ,Mohammad Ibrahim,https://scholar.google.com/citations?hl=en&user=g_8ljDcAAAAJ,"Student, Daffodil International University",Verified email at diu.edu.bd,"c(""Data Science"", ""Web Develpoment"")",2020,2,872,1,1,38.05,Top 62%,99.16,Top 0.8%,51.58,Top 48%
111,edoHbXEAAAAJ,Tao Wen,https://scholar.google.com/citations?hl=en&user=edoHbXEAAAAJ,The University of Manchester,Verified email at manchester.ac.uk,"c(""Networks"", ""Decision making"", ""Data Science"", ""Nonlinear dynamics"", ""Game theory"")",2018,26,863,18,21,97.32,Top 3%,99.14,Top 0.9%,99.77,Top 0.2%
112,7OTLwBAAAAAJ,Raine Vickers-Jones,https://scholar.google.com/citations?hl=en&user=7OTLwBAAAAAJ,"Data Analyst, Australian Bureau of Statistics",Verified email at uqconnect.edu.au,"c(""psychology"", ""data science"")",2020,5,860,3,3,64.55,Top 35%,99.13,Top 0.9%,81.33,Top 19%
113,Fei0BOcAAAAJ,Amir Bahador Parsa,https://scholar.google.com/citations?hl=en&user=Fei0BOcAAAAJ,"PhD, University of Illinois at Chicago",Verified email at uic.edu,"c(""Data Science"", ""Statistics"", ""Traffic Safety"")",2017,26,848,8,8,97.32,Top 3%,99.13,Top 0.9%,97.58,Top 2%
114,ejN-fAkAAAAJ,"Seung Kyun ""SK"" Ha",https://scholar.google.com/citations?hl=en&user=ejN-fAkAAAAJ,Massachusetts Institute of Technology,Verified email at mit.edu,"c(""Cheminformatics"", ""Data science"", ""Molecular Discovery"", ""Semiconductor nanomaterials"")",2018,18,847,6,5,93.9,Top 6%,99.12,Top 0.9%,94.89,Top 5%
115,6ONO8Y4AAAAJ,Albert Henry,https://scholar.google.com/citations?hl=en&user=6ONO8Y4AAAAJ,University College London,Verified email at ucl.ac.uk,"c(""human genetics"", ""epidemiology"", ""cardiovascular disease"", ""biostatistics"", ""data science"")",2019,31,839,9,8,98.19,Top 2%,99.11,Top 0.9%,98.31,Top 2%
116,0cWHrs4AAAAJ,Yanxian Lin,https://scholar.google.com/citations?hl=en&user=0cWHrs4AAAAJ,"Applied Scientist, Amazon.com Services LLC",Verified email at amazon.com,"c(""data science"", ""signal processing"", ""machine learning"")",2017,14,833,8,8,90.47,Top 10%,99.1,Top 0.9%,97.58,Top 2%
117,NIYGDTQAAAAJ,Allison Park,https://scholar.google.com/citations?hl=en&user=NIYGDTQAAAAJ,Stanford University,Verified email at stanford.edu,"c(""Machine Learning"", ""Applied Statistics"", ""Data Science"")",2018,4,828,3,3,58.06,Top 42%,99.1,Top 0.9%,81.33,Top 19%
118,EJsoo-8AAAAJ,Dr. Praphula Jain,https://scholar.google.com/citations?hl=en&user=EJsoo-8AAAAJ,"Ph.D. (CSE) & MTech (CSE), Indian Institute of Technology (ISM), Dhanbad, Jharkhand …",Verified email at cse.ism.ac.in,"c(""Deep Learning"", ""Machine Learning"", ""Data Science"", ""Sentiment Analysis"", ""Artificial Intelligent"")",2018,37,825,15,24,98.81,Top 1%,99.09,Top 0.9%,99.62,Top 0.4%
119,bpmVA2EAAAAJ,Hiteshri Yagnik,https://scholar.google.com/citations?hl=en&user=bpmVA2EAAAAJ,Sr Technical Analyst,Verified email at sot.pdpu.ac.in,"c(""Data Science"", ""Database Management System"", ""Machine Learning"")",2020,5,824,4,4,64.55,Top 35%,99.08,Top 0.9%,87.94,Top 12%
120,zRQ4JDkAAAAJ,Shah Khalid Khan,https://scholar.google.com/citations?hl=en&user=zRQ4JDkAAAAJ,"School of Engineering, RMIT University Australia",Verified email at student.rmit.edu.au,"c(""Connected Vehicles"", ""Cybersecurity"", ""MmWave communication"", ""System Dynamics Modelling"", ""Data Science"")",2019,39,820,14,17,98.89,Top 1%,99.07,Top 0.9%,99.57,Top 0.4%
121,LqJI5TgAAAAJ,Elahe Nasiri,https://scholar.google.com/citations?hl=en&user=LqJI5TgAAAAJ,Azarbaijan Shahid Madani University,Verified email at azaruniv.ac.ir,"c(""Social Network Analysis"", ""Data Science"", ""Machine Learning"", ""Graph Neural Network"", ""Knowledge Graphs"")",2019,11,814,10,10,85.98,Top 14%,99.06,Top 0.9%,98.81,Top 1%
122,8x3llUoAAAAJ,Kelsey R Florek,https://scholar.google.com/citations?hl=en&user=8x3llUoAAAAJ,Wisconsin State Laboratory of Hygiene,Verified email at slh.wisc.edu,"c(""Microbial Genomics"", ""Bioinformatics"", ""Data Science"")",2019,21,813,8,7,95.52,Top 4%,99.06,Top 0.9%,97.58,Top 2%
123,SR1rINYAAAAJ,Vincent Grigori Nguyen,https://scholar.google.com/citations?hl=en&user=SR1rINYAAAAJ,University College London,Verified email at ucl.ac.uk,"c(""Epidemiology"", ""Public Health"", ""Data Science"")",2018,27,813,12,14,97.5,Top 2%,99.06,Top 0.9%,99.3,Top 0.7%
124,msJxHikAAAAJ,Dr. Muhammad Umar Javed,https://scholar.google.com/citations?hl=en&user=msJxHikAAAAJ,"Assistant Professor, University of Wah",Verified email at isbstudent.comsats.edu.pk,"c(""Blockchain"", ""Smart Grids"", ""Electric Vehicles"", ""Vehicular Energy Networks"", ""Data Science"")",2019,26,807,14,18,97.32,Top 3%,99.04,Top 1%,99.57,Top 0.4%
125,yfTP-McAAAAJ,Ibrahem Kandel,https://scholar.google.com/citations?hl=en&user=yfTP-McAAAAJ,"Center for Cardiovascular Regeneration, Houston Methodist Research Institute, Houston, TX …",Verified email at houstonmethodist.org,"c(""Artificial Intelligence"", ""Computer Vision"", ""Machine Learning"", ""Deep Learning"", ""Data Science"")",2019,14,806,10,10,90.47,Top 10%,99.03,Top 1%,98.81,Top 1%
126,9yOR7aYAAAAJ,Yizhou Yu,https://scholar.google.com/citations?hl=en&user=9yOR7aYAAAAJ,"PhD student, University of Cambridge",Verified email at cam.ac.uk,"c(""Neurotoxicity"", ""data science"")",2019,29,795,6,5,97.89,Top 2%,99.03,Top 1%,94.89,Top 5%
127,VWcFXGQAAAAJ,Santosh Gunturu,https://scholar.google.com/citations?hl=en&user=VWcFXGQAAAAJ,"Bioinformatics Developer, Michigan State University",Verified email at msu.edu,"c(""Bioinformatics"", ""Data Science"")",2018,10,791,7,7,83.8,Top 16%,99.02,Top 1%,96.58,Top 3%
128,lBYEE4IAAAAJ,Martin J Page,https://scholar.google.com/citations?hl=en&user=lBYEE4IAAAAJ,Stellenbosch University,Verified email at sun.ac.za,"c(""Physiology"", ""Haematology"", ""Inflammation"", ""Systems Biology"", ""Data Science"")",2017,16,788,13,13,92.47,Top 8%,99,Top 1%,99.45,Top 0.5%
129,BvenSOgAAAAJ,Ximin Hu,https://scholar.google.com/citations?hl=en&user=BvenSOgAAAAJ,University of Washington,Verified email at uw.edu,"c(""Environmental Engineering"", ""Mass Spectrometry"", ""Non-Targeted Analysis"", ""Data Science"")",2021,8,786,6,6,78.01,Top 22%,98.99,Top 1%,94.89,Top 5%
130,R__y7S8AAAAJ,Yan Wang,https://scholar.google.com/citations?hl=en&user=R__y7S8AAAAJ,"Amazon.com, Inc",Verified email at amazon.com,"c(""Data Science"", ""Machine Learning"", ""Risk Modeling"", ""Data Privacy"", ""Healthcare"")",2017,20,781,10,11,95.02,Top 5%,98.99,Top 1%,98.81,Top 1%
131,zyXiydsAAAAJ,Jeremie Kalfon,https://scholar.google.com/citations?hl=en&user=zyXiydsAAAAJ,the Broad Institute of MIT and Harvard | Whitelab Genomics,Verified email at broadinstitute.org,"c(""Data Science"", ""Machine Learning"", ""Genomics"", ""Artificial Intelligence"", ""Neuroscience"")",2018,15,777,6,5,91.49,Top 9%,98.98,Top 1%,94.89,Top 5%
132,HH2VkSkAAAAJ,chen chu,https://scholar.google.com/citations?hl=en&user=HH2VkSkAAAAJ,云南财经大学,Verified email at nwpu.edu.cn,"c(""Game theory"", ""Evolutionary game theory"", ""Reinforcement learning"", ""Data Science"")",2017,30,774,17,19,98.07,Top 2%,98.97,Top 1%,99.73,Top 0.3%
133,UEAyL5YAAAAJ,Hongyang(Bruce) Yang,https://scholar.google.com/citations?hl=en&user=UEAyL5YAAAAJ,"Columbia University, Founder of AI4Finance-Foundation",Verified email at columbia.edu,"c(""Reinforcement Learning"", ""Data Science"", ""Machine Learning"")",2018,17,773,11,11,93.33,Top 7%,98.96,Top 1%,99.06,Top 0.9%
134,9lMC6EAAAAAJ,Nicolas Borchers Arriagada,https://scholar.google.com/citations?hl=en&user=9lMC6EAAAAAJ,"Menzies Institute for Medical Research, University of Tasmania",Verified email at utas.edu.au,"c(""environmental health"", ""air pollution"", ""health economics"", ""modelling"", ""data science"")",2019,22,772,10,11,95.91,Top 4%,98.96,Top 1%,98.81,Top 1%
135,9tc0EAIAAAAJ,Muath Alser,https://scholar.google.com/citations?hl=en&user=9tc0EAIAAAAJ,"Kasr Alainy School of medicine, Cairo University",Verified email at ucl.ac.uk,"c(""Epidemiology"", ""Data science"", ""COVID-19"", ""Immunology"", ""ophthalmology"")",2020,11,771,5,3,85.98,Top 14%,98.95,Top 1%,92.16,Top 8%
136,Jk_phrsAAAAJ,Seyedehnafiseh Mirniaharikandehei,https://scholar.google.com/citations?hl=en&user=Jk_phrsAAAAJ,"Postdoctoral Researcher, University of Oklahoma",Verified email at ou.edu,"c(""Machine Learning"", ""Deep Learning"", ""Medical Imaging Analysis"", ""Computer Vision"", ""Data Science"")",2017,36,769,10,10,98.74,Top 1%,98.94,Top 1%,98.81,Top 1%
137,dyo1HmoAAAAJ,Neeladri Sen,https://scholar.google.com/citations?hl=en&user=dyo1HmoAAAAJ,"Postdoctoral Researcher, UCL",Verified email at ucl.ac.uk,"c(""Computational Structural Biology"", ""bioinformatics"", ""structural biology"", ""data science"", ""machine learning"")",2017,19,767,12,13,94.57,Top 5%,98.93,Top 1%,99.3,Top 0.7%
138,hSxA0V8AAAAJ,Collins Wenhan Chu,https://scholar.google.com/citations?hl=en&user=hSxA0V8AAAAJ,Genome Institute of Singapore,Verified email at gis.a-star.edu.sg,Data Science,2018,16,764,13,13,92.47,Top 8%,98.92,Top 1%,99.45,Top 0.5%
139,HD4UUskAAAAJ,Sandeep N,https://scholar.google.com/citations?hl=en&user=HD4UUskAAAAJ,,Verified email at krtrimaiq.ai,"c(""Statistics"", ""data science"", ""regression"")",2020,3,762,2,2,49.22,Top 51%,98.92,Top 1%,70.49,Top 30%
140,dqrFDC0AAAAJ,Qiao Peng,https://scholar.google.com/citations?hl=en&user=dqrFDC0AAAAJ,"Lecturer in Data Analytics, Queen's University Belfast",Verified email at qub.ac.uk,"c(""Machine learning"", ""Data science"", ""Carbon finance"", ""Energy system management"")",2018,21,760,9,9,95.52,Top 4%,98.91,Top 1%,98.31,Top 2%
141,w0UNVG0AAAAJ,Hancheng Cao,https://scholar.google.com/citations?hl=en&user=w0UNVG0AAAAJ,"PhD Candidate in Computer Science, Stanford University",Verified email at stanford.edu,"c(""Data Science"", ""Computational Social Science"", ""Social Computing"", ""Ubiquitous Computing"")",2018,35,751,16,19,98.64,Top 1%,98.9,Top 1%,99.69,Top 0.3%
142,P9EtivcAAAAJ,Muhammad Zahid,https://scholar.google.com/citations?hl=en&user=P9EtivcAAAAJ,The University of British Columbia,Verified email at ubc.ca,"c(""Transportation Engineering"", ""Machine Learning"", ""Data Science"", ""Deep Learning"")",2020,24,750,15,16,96.71,Top 3%,98.89,Top 1%,99.62,Top 0.4%
143,T1kP-vgAAAAJ,Andreea Dill (née Ciuprina),https://scholar.google.com/citations?hl=en&user=T1kP-vgAAAAJ,Endress+Hauser Flowtec AG,Verified email at alumni.ethz.ch,"c(""Data Science"", ""Statistics"", ""Machine Learning"", ""Deep Learning"", ""AI Ethics"")",2017,2,750,2,2,38.05,Top 62%,98.89,Top 1%,70.49,Top 30%
144,IIWAf3wAAAAJ,Minu Dietlinde Tizabi,https://scholar.google.com/citations?hl=en&user=IIWAf3wAAAAJ,"Scientist, German Cancer Research Center",Verified email at dkfz-heidelberg.de,"c(""Cancer Research"", ""Data Science"", ""Writing"")",2017,38,749,13,16,98.85,Top 1%,98.88,Top 1%,99.45,Top 0.5%
145,cYtfjosAAAAJ,Diego García-Gil,https://scholar.google.com/citations?hl=en&user=cYtfjosAAAAJ,"Assistant Professor, University of Granada",Verified email at ugr.es,"c(""Data Preprocessing"", ""Data Science"", ""Data Mining"", ""Big Data"", ""Machine Learning"")",2017,30,747,9,9,98.07,Top 2%,98.87,Top 1%,98.31,Top 2%
